1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	1	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	20	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	40	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	60	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	81	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	100	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	120	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	140	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	160	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	180	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	200	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	220	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	240	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	260	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	280	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	300	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	320	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	340	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	360	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	380	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	401	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	420	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	440	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	460	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	480	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	500	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	520	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	540	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	560	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	580	0	0	0	0
1	90	7.8025	-21.327	7.8025	-21.327	528	395	0	-8.5	0	3.5	1	0	600	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	620	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	640	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	660	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	680	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	700	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	720	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	740	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	760	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	780	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	800	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	820	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	840	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	860	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	880	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	900	0	0	0	0
1	90	7.8039	-21.33	7.8039	-21.33	528	395	0	-8.5	0	3.5	1	0	920	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	940	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	960	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	980	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1000	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1020	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1040	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1060	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1080	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1100	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1120	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1140	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1160	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1180	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1200	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1220	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1240	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1260	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1280	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1300	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1320	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1340	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1360	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1380	0	0	0	0
1	90	7.8073	-21.328	7.8073	-21.328	528	395	0	-8.5	0	3.5	1	0	1400	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1420	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1440	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1460	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1480	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1500	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1520	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1540	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1560	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1580	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1600	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1620	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1640	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1660	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1680	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1700	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1720	0	0	0	0
1	90	7.8094	-21.324	7.8094	-21.324	528	395	0	-8.5	0	3.5	1	0	1740	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1760	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1780	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1800	0	0	0	0
1	90	7.806	-21.326	7.806	-21.326	528	395	0	-8.5	0	3.5	1	0	1820	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1840	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1860	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1880	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1900	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1920	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1940	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1960	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	1980	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2000	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2020	0	0	0	0
1	90	7.8156	-21.328	7.8156	-21.328	528	395	0	-8.5	0	3.5	1	0	2040	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2060	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2080	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2100	0	0	0	0
1	90	7.8108	-21.326	7.8108	-21.326	528	395	0	-8.5	0	3.5	1	0	2120	0	0	0	0
