"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
2,135,-4.768,-4.0355,-4.768,-4.0355,528,395,0,-8.5,-8.4853,-0.014719,1,0,1260,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,4.4645,136.882806317545,-1.88280631754549,FALSE,"ae_2211"
3,90,-0.3138,-3.5221,-0.3138,-3.5221,528,395,0,-8.5,0,3.5,1,0,1140,1,1,0,1,"ae_2211","align_explicit_train_selected",12,90,4.9779,93.6070745270388,-3.60707452703882,FALSE,"ae_2211"
4,45,1.2925,-6.6649,1.2925,-6.6649,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,44.9999358525315,1.8351,54.8421479994009,-9.84214799940089,FALSE,"ae_2211"
6,135,-3.6101,-4.3671,-3.6101,-4.3671,528,395,0,-8.5,-8.4853,-0.014719,1,0,120,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,4.1329,131.137306088206,3.8626939117936,FALSE,"ae_2211"
7,90,0.3971,-4.4456,0.3971,-4.4456,528,395,0,-8.5,0,3.5,1,0,140,1,1,0,1,"ae_2211","align_explicit_train_selected",12,90,4.0544,84.4061223733617,5.59387762663827,FALSE,"ae_2211"
8,135,-6.3762,-2.4897,-6.3762,-2.4897,528,395,0,-8.5,-8.4853,-0.014719,1,0,740,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,6.0103,136.692038175341,-1.6920381753412,FALSE,"ae_2211"
9,45,4.8676,-2.565,4.8676,-2.565,528,395,0,-8.5,8.4853,-0.014719,1,0,620,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,44.9999358525315,5.935,50.6430525362125,-5.64305253621253,FALSE,"ae_2211"
10,135,-4.2669,-4.9938,-4.2669,-4.9938,528,395,0,-8.5,-8.4853,-0.014719,1,0,620,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,3.5062,140.589347008655,-5.58934700865473,FALSE,"ae_2211"
11,45,3.0081,-4.4474,3.0081,-4.4474,528,395,0,-8.5,8.4853,-0.014719,1,0,760,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,44.9999358525315,4.0526,53.4148226642681,-8.41482266426812,FALSE,"ae_2211"
12,90,-0.2512,-1.7817,-0.2512,-1.7817,528,395,0,-8.5,0,3.5,1,0,1340,1,1,0,1,"ae_2211","align_explicit_train_selected",12,90,6.7183,92.1413152479851,-2.1413152479851,FALSE,"ae_2211"
13,45,4.6403,-3.2399,4.6403,-3.2399,528,395,0,-8.5,8.4853,-0.014719,1,0,620,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,44.9999358525315,5.2601,48.582243154687,-3.58224315468701,FALSE,"ae_2211"
14,90,-0.9823,-2.7212,-0.9823,-2.7212,528,395,0,-8.5,0,3.5,1,0,680,1,1,0,1,"ae_2211","align_explicit_train_selected",12,90,5.7788,99.6471202255875,-9.64712022558746,FALSE,"ae_2211"
15,135,-4.9147,-2.4609,-4.9147,-2.4609,528,395,0,-8.5,-8.4853,-0.014719,1,0,441,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,6.0391,129.139155312741,5.86084468725883,FALSE,"ae_2211"
16,90,-1.0798,-2.705,-1.0798,-2.705,528,395,0,-8.5,0,3.5,1,0,600,1,1,0,1,"ae_2211","align_explicit_train_selected",12,90,5.795,100.55505086308,-10.5550508630802,FALSE,"ae_2211"
17,135,-4.5882,-4.1887,-4.5882,-4.1887,528,395,0,-8.5,-8.4853,-0.014719,1,0,540,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,135.000064147469,4.3113,136.782132106692,-1.78213210669242,FALSE,"ae_2211"
18,45,4.249,-3.3355,4.249,-3.3355,528,395,0,-8.5,8.4853,-0.014719,1,0,520,1,1,0,1,"ae_2211","align_explicit_train_selected",8.485281,44.9999358525315,5.1645,50.554771521737,-5.55477152173697,FALSE,"ae_2211"
