"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
1,45,4.2102,-4.2099,4.2102,-4.2099,528,395,0,-8.5,8.4853,-0.014719,1,0,981,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,4.2901,45.5385454589108,-0.538545458910775,FALSE,"bb_3233"
2,90,-0.027,-3.6653,-0.027,-3.6653,528,395,0,-8.5,0,3.5,1,0,481,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,4.8347,90.3199722763879,-0.319972276387858,FALSE,"bb_3233"
3,135,-3.0599,-4.759,-3.0599,-4.759,528,395,0,-8.5,-8.4853,-0.014719,1,0,261,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,3.741,129.280982251546,5.71901774845395,FALSE,"bb_3233"
4,90,-1.0871,-3.1695,-1.0871,-3.1695,528,395,0,-8.5,0,3.5,1,0,481,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,5.3305,101.526807559347,-11.5268075593466,FALSE,"bb_3233"
5,45,3.6577,-4.8298,3.6577,-4.8298,528,395,0,-8.5,8.4853,-0.014719,1,0,601,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,3.6702,45.0977355789864,-0.0977355789864305,FALSE,"bb_3233"
6,135,-2.4005,-6.2428,-2.4005,-6.2428,528,395,0,-8.5,-8.4853,-0.014719,1,0,481,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,2.2572,136.762220859012,-1.76222085901216,FALSE,"bb_3233"
7,90,-0.3214,-2.7217,-0.3214,-2.7217,528,395,0,-8.5,0,3.5,1,0,541,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,5.7783,93.1836194215667,-3.18361942156675,FALSE,"bb_3233"
8,45,3.5018,-5.4814,3.5018,-5.4814,528,395,0,-8.5,8.4853,-0.014719,1,0,681,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,3.0186,40.7617926292523,4.23820737074772,FALSE,"bb_3233"
9,135,-3.1267,-5.2375,-3.1267,-5.2375,528,395,0,-8.5,-8.4853,-0.014719,1,0,621,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,3.2625,133.782383475418,1.21761652458173,FALSE,"bb_3233"
10,135,-3.0052,-5.9788,-3.0052,-5.9788,528,395,0,-8.5,-8.4853,-0.014719,1,0,480,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,2.5212,140.005171671486,-5.00517167148584,FALSE,"bb_3233"
11,90,-0.6829,-3.5572,-0.6829,-3.5572,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,4.9428,97.8662180393017,-7.8662180393017,FALSE,"bb_3233"
12,45,3.387,-5.1013,3.387,-5.1013,528,395,0,-8.5,8.4853,-0.014719,1,0,721,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,3.3987,45.0987900962312,-0.0987900962311912,FALSE,"bb_3233"
13,135,-2.9692,-5.6319,-2.9692,-5.6319,528,395,0,-8.5,-8.4853,-0.014719,1,0,741,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,2.8681,135.992243710273,-0.992243710273186,FALSE,"bb_3233"
14,45,3.9284,-4.6215,3.9284,-4.6215,528,395,0,-8.5,8.4853,-0.014719,1,0,701,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,3.8785,44.6337828762819,0.366217123718108,FALSE,"bb_3233"
15,90,-0.3098,-2.7158,-0.3098,-2.7158,528,395,0,-8.5,0,3.5,1,0,461,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,5.7842,93.0658152607644,-3.06581526076438,FALSE,"bb_3233"
16,45,3.932,-4.7239,3.932,-4.7239,528,395,0,-8.5,8.4853,-0.014719,1,0,541,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,44.9999358525315,3.7761,43.8413234997928,1.15867650020717,FALSE,"bb_3233"
17,90,-0.2588,-2.8369,-0.2588,-2.8369,528,395,0,-8.5,0,3.5,1,0,761,1,1,0,1,0,"bb_3233","align_explicit_train_selected",12,90,5.6631,92.6165595051213,-2.61655950512129,FALSE,"bb_3233"
18,135,-2.6615,-5.8423,-2.6615,-5.8423,528,395,0,-8.5,-8.4853,-0.014719,1,0,401,1,1,0,1,0,"bb_3233","align_explicit_train_selected",8.485281,135.000064147469,2.6577,135.040931704976,-0.0409317049764581,FALSE,"bb_3233"
